experiment,config_name,dataset,condition,condition_value,model,seed,n_train,n_test,treated_fraction_train,fit_seconds,pehe,abs_ate_error,cate_mae,cate_bias,ate_true,ate_hat,policy_value,policy_regret,optimal_policy_value,pehe_tau_q1,pehe_tau_q2,pehe_tau_q3,pehe_tau_q4,diag_treated_fraction,diag_ps_min,diag_ps_max,diag_ps_frac_below_0.1,diag_ps_frac_above_0.9,diag_ps_ks_treated_vs_control,diag_smd_mean,diag_smd_max,diag_smd_frac_above_0.1,error
ablation,ablation,ihdp,ablation,no_representation,neural_rep,4,672,75,0.18601190476190477,1.6417303085327148,0.9724677433055305,0.37765165841081005,0.7366157762339242,-0.37765165841081144,4.163696052943034,3.7860443945322237,11.363228541504762,0.018794272145875368,11.382022813650638,1.0346982238685087,0.9853076520329447,0.9992347947175187,0.8626675623162888,0.18601190476190477,0.014909819501311839,0.5517940105889383,0.30952380952380953,0.0,0.39072760511883,0.17852572689103735,0.37453576081259893,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,5,672,75,0.19345238095238096,1.0345191955566406,1.0117139339575967,0.28309503696605676,0.8365082233040558,-0.2830950369660561,3.9331437410854035,3.650048704119347,6.383491605800797,0.0,6.383491605800797,1.1794033981523535,1.0700968127974944,0.9307670490572969,0.8356018343599798,0.19345238095238096,0.016859497504150667,0.5992615257193149,0.27976190476190477,0.0,0.3971898949758728,0.17606695196495736,0.40839385268331657,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,6,672,75,0.18452380952380953,1.0349936485290527,1.122474388828975,0.6414327998891323,0.8445636520725729,-0.641432799889132,4.016693170673207,3.375260370784075,5.467977141813069,0.0,5.467977141813069,0.7942615924970036,0.9569040135631706,1.316905020451099,1.3194389833174025,0.18452380952380953,0.0122836648095902,0.5601753357873364,0.2916666666666667,0.0,0.3874499646809513,0.1707833552677563,0.40026893257586565,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,7,672,75,0.18898809523809523,1.484438419342041,1.073852719631593,0.37957613604484486,0.8526350085244648,-0.37957613604484397,3.5578866081987015,3.1783104721538566,8.512761305753555,0.0,8.512761305753555,0.9559748148946166,1.220740364670729,1.255185195316433,0.7876932405047552,0.18898809523809523,0.013495985011059728,0.5932627568172648,0.3020833333333333,0.0,0.4084230296900961,0.18544552237956252,0.43473334556619453,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,8,672,75,0.19345238095238096,2.2867565155029297,12.784193312507224,1.2604394004507888,4.910331138474359,1.2604394004507926,10.668346257956449,11.928785658407238,57.9806640190963,0.08065207366509242,58.061316092761395,24.705174820730825,3.221156702205231,4.000104896464557,2.9940383734965126,0.19345238095238096,0.01480705591124428,0.6894771163752703,0.3020833333333333,0.0,0.40607436843599204,0.1824866843491901,0.3560993634276682,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,9,672,75,0.1800595238095238,2.1036646366119385,1.5408194211811033,0.42786416748289025,1.167819156339585,-0.42786416748289163,5.304671650267495,4.876807482784605,26.588100855542198,0.0,26.588100855542198,2.0613936882640114,1.0202396872089752,1.265611366352773,1.644137654587963,0.1800595238095238,0.015356333100467318,0.614268559303028,0.3273809523809524,0.0,0.36747611405258657,0.1805341423846863,0.3874702659193068,0.68,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,10,672,75,0.18601190476190477,2.09651780128479,1.0107294864339067,0.04658279957210798,0.7942181418989115,0.0465827995721089,4.335689215411743,4.382272014983851,8.57418173997629,0.024765828100440146,8.59894756807673,1.084041055308116,1.2545979035118868,0.5980323954862127,1.0042751656330853,0.18601190476190477,0.015471563899278569,0.580730954614321,0.28422619047619047,0.0,0.38249360146252287,0.1757904914173024,0.36082088623975367,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,11,672,75,0.1875,2.2153451442718506,0.9696224765030054,0.13430834331448516,0.767341940459969,-0.1343083433144846,4.390080635994342,4.255772292679857,13.536504843409688,0.01441673338541527,13.550921576795103,0.9510094687517573,1.0901171930645823,0.880572999936457,0.9516040081395335,0.1875,0.01741262031357248,0.6618507329651547,0.30952380952380953,0.0,0.38400488400488403,0.18346590456712608,0.40355290335897287,0.6,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,12,672,75,0.18303571428571427,2.408731698989868,5.277598268177681,0.7787170505821388,3.5492758965207623,-0.7787170505821412,8.167656931020298,7.388939880438159,84.66330634059346,0.027669931285629445,84.6909762718791,7.729799855876674,5.77362354699369,2.184066739823988,3.7210215639963575,0.18303571428571427,0.016671550331679295,0.578495639764899,0.3288690476190476,0.0,0.38144742103158735,0.17752235681875578,0.375524745742867,0.64,
ablation,ablation,ihdp,ablation,no_representation,neural_rep,13,672,75,0.18303571428571427,1.250485897064209,1.0244800779685241,0.21572169811199338,0.8315622301114723,-0.21572169811199288,3.9256817327171536,3.70996003460516,6.247837970016093,0.0,6.247837970016093,1.139387751459934,0.7862943578697098,0.9591501456996285,1.1241599749402567,0.18303571428571427,0.014032908181168827,0.61156006145801,0.36160714285714285,0.0,0.4250299880047981,0.18868005232949286,0.42812996619243,0.6,
